Time resolution is 1 ps
--------------------
Printing Register Contents: 
data_mem [1241] = 217
data_mem [1242] = 218
data_mem [1243] = 219
data_mem [1244] = 220
data_mem [1245] = 221
data_mem [1246] = 222
data_mem [1247] = 223
data_mem [1248] = 224
data_mem [1249] = 225
data_mem [1250] = 226
data_mem [1251] = 227
data_mem [1252] = 228
data_mem [1253] = 229
data_mem [1254] = 230
data_mem [1255] = 231
data_mem [1256] = 232
data_mem [1257] = 233
data_mem [1258] = 234
data_mem [1259] = 235
data_mem [1260] = 236
data_mem [1261] = 237
data_mem [1262] = 238
data_mem [1263] = 239
data_mem [1264] = 240
data_mem [1265] = 241
data_mem [1266] = 242
data_mem [1267] = 243
data_mem [1268] = 244
data_mem [1269] = 245
data_mem [1270] = 246
data_mem [1271] = 247
data_mem [1272] = 248
data_mem [1273] = 249
data_mem [1274] = 250
data_mem [1275] = 251
data_mem [1276] = 252
data_mem [1277] = 253
data_mem [1278] = 254
data_mem [1279] = 255
data_mem [1281] = 1
data_mem [1282] = 2
data_mem [1283] = 3
data_mem [1284] = 4
data_mem [1285] = 5
--------------------
$stop called at time : 90050 ns : File "/home/user/CIS4900/8-bit-RISC-RNS/tb_rns.v" Line 38
